date,gauge_id,lvl_sm,q_cms_s,lvl_mbs,q_mm_day,t_max_e5l,t_max_e5,t_min_e5l,t_min_e5,prcp_e5l,prcp_e5,prcp_gpcp,prcp_imerg,prcp_mswep,Eb,Es,Et,SMsurf,SMroot,Ew,Ei,S,E,Ep
2008-01-11,9326,21.0,0.76,139.99,0.0606381298810674,-31.795022479987466,-31.537899443074252,-36.397137105571886,-36.31289097590317,0.02177004627491,0.1777120708365,0.0,0.01566527117739222,0.0,0.0,-0.0034042026661364,0.0,0.1977104183816996,0.1909294674993101,2.00849317488053e-05,0.0,0.5320769854168775,-0.0034042026661364,-0.0034042026661364
2008-01-12,9326,20.0,0.73,139.98,0.0582445194910253,-32.979894754321066,-32.813272427684126,-36.85575338284835,-36.74079490735389,0.00256084102209742,0.020844262198158027,0.0,0.01605860307332645,0.0,0.0,-0.0026593437790637,0.0,0.1976930487716913,0.1909291702953275,2.632824475002203e-05,0.0,0.5320769854168775,-0.0026593437790637,-0.0026593437790637
2008-01-13,9326,19.0,0.71,139.97,0.0566487792309972,-31.288429873018686,-31.14715494052797,-35.32336783069468,-35.20812940067577,0.0012464814559848328,0.009792152166634706,0.0,0.15913483308820825,0.0,0.0,-0.0010957604999671,0.0,0.1976786041951271,0.1909288873311525,3.560609725235201e-05,0.0,0.5320769854168775,-0.0010957604999671,-0.0010957604999671
2008-01-14,9326,18.0,0.68,139.96,0.0542551688409551,-29.257473788482486,-28.883574875775224,-35.25272835202449,-35.10929144793866,7.513193803264659e-05,0.000405910890896242,0.0,0.1889726796627864,0.0,0.0,0.0004760729886316,0.0,0.1976665561314437,0.1909286275060621,4.336142926192115e-05,0.0,0.5320769854168775,0.0004760729886316,0.0004760729886316
2008-01-15,9326,18.0,0.66,139.96,0.052659428580927,-25.119057288085088,-24.77633924737654,-34.68703089270747,-34.75288182452985,0.009302272525432163,0.07192947102252335,0.0,0.07608209234698571,0.0,0.0,0.0047361783028939,0.0,0.1976564859736547,0.1909283655865419,7.782722598307161e-05,0.0,0.5320769854168775,0.0047361783028939,0.0047361783028939
2008-01-16,9326,17.0,0.63,139.95,0.0502658181908848,-23.66071772973254,-23.252503913390143,-28.907598557568292,-28.62245120410799,0.006316078439367568,0.05137412627211279,0.0,0.4507884640641419,0.0040226606238695,0.0,0.003791462355339,0.0,0.1976480460258918,0.1909281143514001,8.624232799418176e-05,0.0,0.5320769854168775,0.003791462355339,0.003791462355339
2008-01-17,9326,17.0,0.61,139.95,0.0486700779308567,-22.60799253768758,-22.28442172158728,-28.914851398673107,-28.682222831575217,0.10359565787672,0.8042286757714,0.0,0.0,0.0812258654498391,0.0,0.0048048717173076,0.0,0.1976409860036493,0.1909278639174678,8.227492718613236e-05,0.0,0.5320769854168775,0.0048048717173076,0.0048048717173076
2008-01-18,9326,16.0,0.58,139.94,0.0462764675408146,-18.034699465400763,-18.14516321099319,-28.705853925145163,-28.631090787975978,0.7984205515299899,5.6562205638484,0.5098373722965289,0.0,1.0508422219036588,0.0,0.0130706878246982,0.0,0.1976350686018733,0.1909276202883828,0.00013678282975,0.0,0.5320769854168775,0.0130706878246982,0.0130706878246982
2008-01-19,9326,16.0,0.56,139.94,0.0446807272807865,-16.50960299913288,-16.491088222081203,-20.903627515207972,-20.749624606779577,2.23665037917741,16.493272136178,0.0,0.0,1.4957936968916168,0.0,0.0098010765040568,0.0,0.1976301159145506,0.1909273732568741,0.0001212475580511,0.0,0.5320769854168775,0.0098010765040568,0.0098010765040568
2008-01-20,9326,15.0,0.53,139.93,0.0422871168907444,-19.014177216272685,-18.86283359779017,-27.72712705894017,-27.589004596767694,0.31017018515295,2.3107941940526002,0.0,0.0,0.1314598339347459,0.0,-0.0001986435771954,0.0,0.1976259738081825,0.1909271369097438,8.328056897446282e-05,0.0,0.5320769854168775,-0.0001986435771954,-0.0001986435771954
2008-01-21,9326,15.0,0.52,139.93,0.0414892467607303,-19.51886579946347,-19.305133776107482,-27.464367440340908,-27.270112227939308,0.027459167611600003,0.1968161868932,0.0,0.0,0.0024600227976956,0.0,0.0028457474331347,0.0,0.197622515848825,0.1909268971601899,0.000106629284078,0.0,0.5320769854168775,0.0028457474331347,0.0028457474331347
2008-01-22,9326,15.0,0.52,139.93,0.0414892467607303,-17.06707989632207,-17.106313614017438,-25.64307076170934,-25.633083438147708,0.01118797145098,0.07346763701973594,0.0,0.0,0.0,0.0,-0.000494211441461,0.0,0.1976196487779227,0.1909266611371616,0.0001502036109511,0.0,0.5320769854168775,-0.000494211441461,-0.000494211441461
2008-01-23,9326,15.0,0.51,139.93,0.0406913766307163,-14.729694735218516,-14.781511201470721,-23.60183746883942,-23.780784471202338,0.008284409413186151,0.05207589920850764,0.0,0.0,0.0,0.0,-0.0027683964270685,0.0,0.197617270272922,0.1909264289936644,0.0001437608505671,0.0,0.5320769854168775,-0.0027683964270685,-0.0027683964270685
2008-01-24,9326,15.0,0.5,139.93,0.0398935065007022,-15.130388632632219,-15.028337339467043,-24.614761498602206,-24.691232432813905,0.0003536616716024421,0.00221892072871845,0.0,0.0,0.0,0.0,0.0021903120750793,0.0,0.1976153034306536,0.1909262054253423,0.0001489489541201,0.0,0.5320769854168775,0.0021903120750793,0.0021903120750793
2008-01-25,9326,15.0,0.5,139.93,0.0398935065007022,-15.832116373237909,-15.963807562150464,-24.404639512818818,-24.501138443455773,0.003319709125000468,0.020368237675276523,0.0,0.10997242733855093,0.0157254860276591,0.0,0.0012722851076632,0.0,0.197613699503591,0.1909259766842687,0.0001857227980372,0.0,0.5320769854168775,0.0012722851076632,0.0012722851076632
2008-01-26,9326,15.0,0.49,139.93,0.0390956363706882,-11.630580518877878,-11.762255137074646,-16.41936650916739,-16.823732486914025,1.14520977056075,8.3359986399803,0.0,0.763609178516282,0.4967035882987669,0.0,0.0280996103445022,0.0,0.1976124036055256,0.1909257521468283,0.0002574093052031,0.0,0.5320769854168775,0.0280996103445022,0.0280996103445022
2008-01-27,9326,15.0,0.49,139.93,0.0390956363706882,-11.488054033128947,-11.589324222142977,-21.527867480758573,-21.79039146587425,0.07388242772715001,0.5449961091748999,0.0,0.0,0.0,0.0,0.0015518257684155,0.0,0.1976113571237233,0.1909255310118115,0.0001927109854599,0.0,0.5320769854168775,0.0015518257684155,0.0015518257684155
2008-01-28,9326,15.0,0.48,139.93,0.0382977662406742,-15.256771636371923,-14.975797347983985,-24.88697368671646,-25.013480245115005,0.004706853772856359,0.032385024640953865,0.0,0.0,0.0,0.0,0.0160914786315092,0.0,0.1976105373782458,0.1909253095526927,0.0002124633319699,0.0,0.5320769854168775,0.0160914786315092,0.0160914786315092
2008-01-29,9326,15.0,0.47,139.93,0.0374998961106601,-13.980928861829,-13.788749244579037,-25.36203968725198,-25.360952398597874,0.0027440081703218335,0.01824646209026739,0.0,0.0,0.0,0.0,0.0116390652058053,0.0,0.1976099077733197,0.1909250960237326,0.0002148818448582,0.0,0.5320769854168775,0.0116390652058053,0.0116390652058053
2008-01-30,9326,15.0,0.47,139.93,0.0374998961106601,-15.4500171821133,-15.396895700423272,-25.049973901754072,-25.112220697660206,0.00018819411158604824,0.0013213775565534438,0.0,0.0,0.0,0.0,0.0042426825667953,0.0,0.1976094267083288,0.1909248821706706,0.0001842738538054,0.0,0.5320769854168775,0.0042426825667953,0.0042426825667953
2008-01-31,9326,14.0,0.46,139.92,0.0367020259806461,-14.273473045596859,-14.356395427840141,-24.43592716761208,-24.577315764127064,8.247387548493005e-06,0.0,0.0,0.0,0.0,0.0,0.0110378571476485,0.0,0.1976090951227148,0.190924673814462,0.0002382634336505,0.0,0.5320769854168775,0.0110378571476485,0.0110378571476485
2008-02-01,9326,14.0,0.46,139.92,0.0367020259806461,-13.75888236786534,-13.760603599672436,-24.244109262643946,-24.288902890458274,0.01209246120215,0.08834767960193539,0.0,0.3680804034859215,0.0,0.0,0.0144474807666104,0.0,0.1976088824243417,0.1909244599613999,0.0002345083441523,0.0,0.5320769854168775,0.0144474807666104,0.0144474807666104
2008-02-02,9326,14.0,0.46,139.92,0.0367020259806461,-14.618735928074159,-14.628068189637816,-24.27193762176347,-24.35729682572338,0.003504285540156274,0.024166761661991505,0.0,0.0,0.0160162933517576,0.0,0.009530931012016,0.0,0.1976087583451758,0.1909242540384965,0.0002101208053447,0.0,0.5320769854168775,0.009530931012016,0.009530931012016
2008-02-03,9326,14.0,0.45,139.92,0.035904155850632,-12.71243787301114,-12.772933011276677,-18.043110627069694,-18.295216408697456,0.8957406359817399,6.601954552039101,0.0,0.0,0.4422080989189079,0.0,0.0312767277108118,0.0,0.1976087265788784,0.1909240477914912,0.0003362700172529,0.0,0.5320769854168775,0.0312767277108118,0.0312767277108118
2008-02-04,9326,14.0,0.45,139.92,0.035904155850632,-9.753394492926361,-9.843847618435348,-19.58923254633578,-19.783426415928773,0.23591803613914,1.7337512670802,0.0,0.0,0.0700139979991944,0.0,0.0104833588304873,0.0,0.1976087788743762,0.1909238491505426,0.0002202477151102,0.0,0.5320769854168775,0.0104833588304873,0.0104833588304873
2008-02-05,9326,14.0,0.45,139.92,0.035904155850632,-12.45995989093484,-12.425500709122332,-20.670141927314745,-20.754268647087173,0.0098553888937651,0.07215769308896994,0.0,0.0,0.0,0.0,0.0045898329426978,0.0,0.1976088804359005,0.1909236505095941,0.0002577695722633,0.0,0.5320769854168775,0.0045898329426978,0.0045898329426978
2008-02-06,9326,14.0,0.45,139.92,0.035904155850632,-11.653792958311271,-11.726201741133991,-20.459878530817548,-20.47856336115953,0.0011827080844132088,0.008599642989539547,0.0,0.06006865264348724,0.0,0.0,-0.0024911622305835,0.0,0.1976090432113732,0.190923457041397,0.000251742632735,0.0,0.5320769854168775,-0.0024911622305835,-0.0024911622305835
2008-02-07,9326,14.0,0.45,139.92,0.035904155850632,-11.414622645919792,-11.539510528264373,-20.124030578759886,-20.16742074230106,0.1753914024902,1.2324975555300999,0.0836366939731224,0.42806168506569126,0.1541180735792864,0.0,0.0289321950508433,0.0,0.1976092586256191,0.190923261802872,0.0003991046167358,0.0,0.5320769854168775,0.0289321950508433,0.0289321950508433
2008-02-08,9326,14.0,0.44,139.92,0.035106285720618,-11.073283667617147,-11.132098305795807,-22.701598251773532,-22.716383767961048,0.73221441816102,5.3686012816351,7.3774710848038095e-06,0.05400366987019089,0.3872709336399292,0.0,0.0145353893197896,0.0,0.1976095062937735,0.1909230673655565,0.0002500522266812,0.0,0.5320769854168775,0.0145353893197896,0.0145353893197896
2008-02-09,9326,13.0,0.44,139.91,0.035106285720618,-20.64728326268508,-20.609057179209884,-25.22675834835519,-25.150331322378776,0.10111121634414999,0.738596036553,0.0,0.00021838793203945002,0.0247047610445554,0.0,0.0082859017142385,0.0,0.1976097931589154,0.1909228794089863,0.0001996086800565,0.0,0.5320769854168775,0.0082859017142385,0.0082859017142385
2008-02-10,9326,13.0,0.44,139.91,0.035106285720618,-12.915158170823474,-13.078507585258535,-20.984178662101584,-21.081436125475477,0.4380492288009,3.0290716724552,0.0350729030721328,0.2531073092776173,0.4438031712774404,0.0,0.041745331800214,0.0,0.1976101080446557,0.1909226917765181,0.0004171738374751,0.0,0.5320769854168775,0.041745331800214,0.041745331800214
2008-02-11,9326,13.0,0.43,139.91,0.0343084155906039,-11.387195210854031,-11.400203328704947,-13.46496579290141,-13.61366291071846,1.9085713889415001,13.724857257772,0.3758568730757183,0.7347641783507068,1.305283427973947,0.0,0.0421964039726594,0.0,0.1976104491806667,0.1909225101180108,0.000386894059801,0.0,0.5320769854168775,0.0421964039726594,0.0421964039726594
2008-02-12,9326,13.0,0.43,139.91,0.0343084155906039,-11.694694400509945,-11.713766957074142,-17.26790970437355,-17.35144596736987,1.31881086376341,9.8328312394364,0.0,0.0,0.5451491826182535,0.0,0.0293283200827778,0.0,0.1976108094232256,0.1909223297674974,0.0003519522065921,0.0,0.5320769854168775,0.0293283200827778,0.0293283200827778
2008-02-13,9326,13.0,0.42,139.91,0.0335105454605899,-11.248804965240708,-11.277805195450355,-18.284918721522672,-18.342195196408824,0.17425321457755,1.2759374886722,0.0,0.13976600122550828,0.0163048083639697,0.0,0.0176404244698478,0.0,0.1976111931586478,0.1909221528194075,0.0003926318759996,0.0,0.5320769854168775,0.0176404244698478,0.0176404244698478
2008-02-14,9326,13.0,0.41,139.91,0.0327126753305758,-8.734387958345394,-8.848726531526268,-17.859186767991844,-18.143794658278978,0.007959317935672963,0.05716420734925385,0.0,0.0,0.0,0.0,0.0135108353314644,0.0,0.1976115929370698,0.1909219735942055,0.0004389112577057,0.0,0.5320769854168775,0.0135108353314644,0.0135108353314644
2008-02-15,9326,13.0,0.41,139.91,0.0327126753305758,-7.914268054049842,-7.876756601997897,-21.486811359202363,-21.394880947672732,0.0009956461039678686,0.007220028972860863,0.0,0.0,0.0,0.0,0.0302385988921232,0.0,0.1976120080955141,0.1909218008497488,0.0004851045187142,0.0,0.5320769854168775,0.0302385988921232,0.0302385988921232
2008-02-16,9326,13.0,0.4,139.91,0.0319148052005618,-8.973523167262044,-8.871116855757691,-21.326954572992946,-21.239697852922774,0.49297022285799996,3.6649245612145003,0.0,0.12265211016100803,0.678880319534131,0.0,0.0527230389263501,0.0,0.1976124326600197,0.1909216332780435,0.0005250280831839,0.0,0.5320769854168775,0.0527230389263501,0.0527230389263501
2008-02-17,9326,13.0,0.39,139.91,0.0311169350705477,-9.495572611372438,-9.536458115085964,-17.796653174243858,-17.810211128343497,0.19152637315714,1.416759043857,0.0,0.13571280106446107,0.0559525453700386,0.0,0.0490951455027317,0.0,0.1976128664626779,0.1909214647372199,0.0006160404294852,0.0,0.5320769854168775,0.0490951455027317,0.0490951455027317
2008-02-18,9326,13.0,0.38,139.91,0.0303190649405337,-8.929968831871633,-8.920903282942504,-18.747223520138988,-18.90383993522127,0.20068745838826,1.4222629520353,0.0380567648917727,0.23100495537016644,0.1086979011897351,0.0,0.0629652903467943,0.0,0.1976133156453584,0.1909212995988199,0.0007035784121585,0.0,0.5320769854168775,0.0629652903467943,0.0629652903467943
2008-02-19,9326,13.0,0.38,139.91,0.0303190649405337,-8.880410377650264,-8.909760130121299,-16.344017688678605,-16.509804301360134,0.21108066610831,1.5727912183156,0.0,0.060090059398203444,0.0796855368754706,0.0,0.0380317758502757,0.0,0.1976137682304625,0.1909211310579963,0.0005839526312766,0.0,0.5320769854168775,0.0380317758502757,0.0380317758502757
2008-02-20,9326,13.0,0.37,139.91,0.0295211948105196,-12.51405734781514,-12.478561462654568,-22.877492914551965,-23.010066969513502,0.06499445518823001,0.4438261399555,0.0,0.0,0.0,0.0,0.0336202647056675,0.0,0.1976142300537191,0.1909209786984045,0.0004475107191701,0.0,0.5320769854168775,0.0336202647056675,0.0336202647056675
2008-02-21,9326,13.0,0.39,139.91,0.0311169350705477,-12.213334465034507,-12.16629252435979,-23.123715722974765,-23.288591086303256,0.004174828522908185,0.028420203932559777,0.7098881055494227,0.19757642911589812,0.0,0.0,0.0670762677353069,0.0,0.1976146962485176,0.1909208135600045,0.0006958304399304,0.0,0.5320769854168775,0.0670762677353069,0.0670762677353069
2008-02-22,9326,13.0,0.41,139.91,0.0327126753305758,-6.7739626180962205,-6.6236355781578595,-16.150011848422253,-16.234991880464463,0.07866166347747,0.5952426833101,0.4485153476848607,0.4409799384180964,0.0097909787194369,0.0,0.0854951851401841,0.0,0.2107376458864407,0.1923174333673021,0.0007393215129609,0.0,0.5320769854168775,0.0854951851401841,0.0854951851401841
2008-02-23,9326,13.0,0.43,139.91,0.0343084155906039,-3.2705609282190835,-3.3310468339060435,-10.94087954322572,-11.025694232932494,0.14235562071844998,1.0005564205655,0.0,1.4561700679246048,0.0497740376389619,0.0,0.0595165881383488,0.0,0.2055996178124115,0.1923896421844666,0.0009042532699063,0.0,0.5320769854168775,0.0595165881383488,0.0595165881383488
2008-02-24,9326,13.0,0.45,139.91,0.035904155850632,-4.514936993342758,-4.608483145482296,-11.336372533691474,-11.438637886890149,1.3032326398029501,8.867275330299899,0.915739955176912,0.24995530447980002,0.8480647234568346,0.0,0.079145081100262,0.0,0.2025160952291844,0.1921308557109401,0.0007060495838542,0.0,0.5320769854168775,0.079145081100262,0.079145081100262
2008-02-25,9326,14.0,0.47,139.92,0.0374998961106601,-0.6424594869858424,-0.6292852312953414,-5.901474723232354,-5.9365927245175385,0.93688599346921,6.4079593873728005,0.0,0.02200005803831689,0.4029988521342786,0.0,0.0900915509562973,0.0,0.216650572232089,0.1936827404131144,0.000848511371201,0.0,0.5320769854168775,0.0900915509562973,0.0900915509562973
2008-02-26,9326,14.0,0.49,139.92,0.0390956363706882,0.8268566550298715,0.7641287480882397,-6.178505253137303,-6.2262375957808445,0.07804042332215999,0.5379775800659,0.0,0.2027264015383998,0.063363764691867,0.0,0.0988394784613086,0.0,0.2074936232285692,0.1934962788564133,0.0013563354733324,0.0,0.5320769854168775,0.0988394784613086,0.0988394784613086
2008-02-27,9326,15.0,0.51,139.93,0.0406913766307163,0.11721098795567286,0.0837130549689391,-5.27570805726026,-5.381997543313503,0.69852051942313,5.0340541024248004,0.7799824498332052,0.20724883896517823,0.3518008124233206,0.0,0.1237910650670662,0.0,0.2044677102740805,0.1931551295082938,0.0011555822429063,0.0,0.5320769854168775,0.1237910650670662,0.1237910650670662
2008-02-28,9326,16.0,0.53,139.94,0.0422871168907444,3.1599034875517304,3.100544809635494,-5.549171354443104,-5.579218951556868,0.28807168526368,2.3005923363757,0.0209971641730375,0.976542297461628,0.2095687131931271,0.0,0.1148799130658063,0.0,0.2028792576408635,0.1929862558614744,0.0012335015767522,0.0,0.5320769854168775,0.1148799130658063,0.1148799130658063
2008-02-29,9326,17.0,0.55,139.95,0.0438828571507725,-3.0058629083945334,-3.0484967332676547,-6.439897286778262,-6.436831664434521,0.69814675911431,5.4326343877634,0.4492720073070702,0.06578263201854145,0.7343751754255273,0.0,0.140948686379115,0.0,0.2161092458806558,0.1947919090573672,0.001278208636727,0.0,0.5320769854168775,0.140948686379115,0.140948686379115
2008-03-01,9326,17.0,0.6,139.95,0.0478722078008427,0.7045601771642396,0.6933285653656185,-2.9572084615960534,-3.025127365287915,2.4389975071435,17.534561383539398,0.83110913643626,0.35472355300770847,1.4309375772822723,0.0,0.1059550068853496,0.0,0.2118575414445855,0.1949884842675878,0.0008940445256616,0.0,0.5320769854168775,0.1059550068853496,0.1059550068853496
2008-03-02,9326,17.0,0.65,139.95,0.0518615584509129,4.523933493111031,4.49094800734764,-4.751272294037676,-4.917944027361273,0.13361420996811998,0.9495790622617,0.4927383828923745,0.6533855233052916,0.0,0.0,0.1502286952698086,0.0,0.2143376678315885,0.1953332596542377,0.0016501517257078,0.0,0.5320769854168775,0.1502286952698086,0.1502286952698086
2008-03-03,9326,18.0,0.7,139.96,0.0558509091009832,-0.9574489905492669,-1.0147739282017483,-12.182035800415349,-12.254657553105972,0.19090913376076,1.3362783763564001,0.0,0.06409068479457622,0.055736021715012,0.0,0.0947809871203542,0.0,0.20575137729758,0.1947512213151728,0.0009104532444301,0.0,0.5320769854168775,0.0947809871203542,0.0947809871203542
2008-03-04,9326,18.0,0.75,139.96,0.0598402597510534,0.4919235953652219,0.5191183843202225,-12.965343886854953,-13.027128728158175,0.010519735675870001,0.07334681167809932,0.0,0.0,0.0,0.0,0.1654060834039512,0.0,0.2034759676970227,0.1942561855483916,0.0015810682644477,0.0,0.5320769854168775,0.1654060834039512,0.1654060834039512
2008-03-05,9326,17.0,0.8,139.95,0.0638296104011236,3.0067934703439505,3.217251350379854,-13.058828226813716,-13.06734745922546,0.0003160031270429693,0.00229225113068414,0.0,0.08076131965128885,0.0,0.0,0.2065294155972163,0.0,0.2020432371021425,0.19400660780667,0.0018449388051052,0.0,0.5320769854168775,0.2065294155972163,0.2065294155972163
2008-03-06,9326,18.0,0.85,139.96,0.0678189610511939,5.9158682691121385,5.851495664733534,-9.81714187673532,-9.653476300147418,0.01611406103818,0.125873552581,0.0,0.0,0.037459828507261,0.0,0.2698956355847448,0.0,0.2012104988400401,0.1938537175388914,0.0024351061760331,0.0,0.5320769854168775,0.2698956355847448,0.2698956355847448
2008-03-07,9326,21.0,0.9,139.99,0.0718083117012641,1.167705918281797,1.102385525522834,-4.554534423301902,-4.6365098681899894,0.64697166665998,4.7457672289240005,8.479468229755237e-06,0.0,0.266900896931287,0.0,0.2361196894953657,0.0,0.2006856482464542,0.1937573943022175,0.0020020363016609,0.0,0.5320769854168775,0.2361196894953657,0.2361196894953657
2008-03-08,9326,23.0,0.95,140.01,0.0757976623513343,-0.5418201392617448,-0.6080804425502038,-7.976212798451229,-7.924975562537156,0.38690122013116,2.7168178674011,0.0,0.00907523130556089,0.1304467762422091,0.0,0.2012796468558513,0.0,0.2018782726499031,0.1938091489338773,0.0015390456466441,0.0,0.5320769854168775,0.2012796468558513,0.2012796468558513
2008-03-09,9326,24.0,1.0,140.02,0.0797870130014045,2.4004709906295147,2.402033158291033,-7.728989119239884,-7.692625485505118,0.83607210750349,6.1221324394033,0.0,1.7178894614051405,0.8469242019196194,0.0,0.3314884568172496,0.0,0.2076674266022694,0.1944170971717503,0.0023276362726412,0.0,0.5320769854168775,0.3314884568172496,0.3314884568172496
2008-03-10,9326,25.0,1.05,140.03,0.0837763636514748,0.804101697596991,0.7600948693970508,-10.263197312978662,-10.19458734835473,1.70119252314809,12.6138367867254,0.0954096180715411,0.9459522199547291,1.1143583294894106,0.0,0.2410606634101751,0.0,0.2058425027509587,0.1945626811013119,0.0018023762667079,0.0,0.5320769854168775,0.2410606634101751,0.2410606634101751
2008-03-11,9326,24.0,1.05,140.02,0.0837763636514748,-11.241033156672529,-11.213498839496765,-18.14057653447267,-18.250814817818764,0.26487971631885,1.9448210623725999,0.0,0.0370046291102773,0.0545444532348611,0.0,0.1238549609770728,0.0,0.2027660288748237,0.1943723673010844,0.0009673463447712,0.0,0.5320769854168775,0.1238549609770728,0.1238549609770728
2008-03-12,9326,22.0,1.06,140.0,0.0845742337814888,-4.9372762023657515,-4.930776263173925,-18.497557468566782,-18.63081084250763,0.0328904497524,0.2448617426036,2.1445358823105365,1.220140149663179,0.1103345207700465,0.0,0.2335171732465409,0.0,0.2015058214703838,0.1942103067606085,0.001853487971156,0.0,0.5320769854168775,0.2335171732465409,0.2335171732465409
2008-03-13,9326,22.0,1.06,140.0,0.0845742337814888,-2.487622566567552,-2.4888345343756555,-10.297185797554278,-10.260126599755154,0.19123955262215,1.6043217790054,0.0,0.15306283352856792,0.2349005986132799,0.0,0.2064353769707965,0.0,0.2008344615704269,0.1941038898099115,0.0016418385489146,0.0,0.5320769854168775,0.2064353769707965,0.2064353769707965
2008-03-14,9326,22.0,1.07,140.0,0.0853721039115029,0.8601224776566028,0.8072072813035334,-5.990234492237505,-6.0013463275968775,0.6733195433306,4.8520192306854,0.4717425685653737,0.12164997272077234,0.5044876365539089,0.0,0.2043232462448326,0.0,0.2004395967412492,0.1940336387071842,0.0015604674484998,0.0,0.5320769854168775,0.2043232462448326,0.2043232462448326
2008-03-15,9326,22.0,1.07,140.0,0.0853721039115029,0.7919421087729575,0.9021431441455547,-3.4972249771571455,-3.5103441389637737,0.93289260328805,6.321689634400999,0.6399939289859532,0.3393478372469028,1.525909164625563,0.0,0.2525377187329979,0.0,0.2102794192808678,0.1949997502118237,0.0018362483923581,0.0,0.5320769854168775,0.2525377187329979,0.2525377187329979
2008-03-16,9326,22.0,1.07,140.0,0.0853721039115029,-4.384605091753485,-4.389616258802732,-21.37499175123051,-21.488781362169163,1.11024690764457,8.1689028529597,0.0,0.0,0.5549460337457006,0.0,0.1229565604327991,0.0,0.2041599236653063,0.1948109581453643,0.0011351392674505,0.0,0.5320769854168775,0.1229565604327991,0.1229565604327991
